2048,ניר עקיבא
602,נירים
1041,נצאצרה (שבט)
246,נתיבות
1238,סופה
1170,סייד (שבט)
419,סעד
666,עומר
957,עוקבי (בנו עוקבה)
328,עזוז
969,עטאוונה (שבט)
1175,עידן
2042,עין גדי
1240,עין הבשור
676,עין השלושה
1251,עין תמר
1187,עיר אובות
1146,עלומים
318,עמיעוז
2560,ערד
1192,ערערה-בנגב
750,פדויים
749,פטיש
2059,"פעמי תש""ז"
1231,פרי גן
413,צאלים
1136,צוחר
1262,צוקים
1234,קבועה (שבט)
964,קודייראת א-צאנע(שבט)
972,קוואעין (שבט)
414,קלחים
1347,קצר א-סר
354,רביבים
1161,רהט
1341,רוח מדבר
789,רנן
713,רעים
1260,רתמים
1286,שגב-שלום
885,שדה בוקר
1058,שדה ניצן
2049,שדה צבי
1223,שדי אברהם
761,שובה
394,שובל
1265,שומריה
415,שוקדה
865,שיבולים
1373,שלווה במדבר
1364,שלומית
1287,שני
398,שרשרת
2062,תאשור
2061,תדהר
1083,תושיה
1054,תל שבע
1051,תלמי אליהו
2050,"תלמי ביל""ו"
1237,תלמי יוסף
709,תפרח
665,תקומה
970,תראבין א-צאנע (שבט)
1346,תראבין א-צאנע (ישוב)
3743,טנא
3777,סנסנה
3759,אדורה
1070,אביעזר
1123,אדרת
886,איתנים
740,אשתאול
751,בית מאיר
2610,בית שמש
864,בקוע
823,בר גיורא
787,גבעת יערים
919,גבעת ישעיהו
566,גבעת שמש
1043,גיזו
39,גפן
493,דייר ראפאת
464,הראל
799,זכריה
816,זנוח
462,טל שחר
805,ישעי
859,כסלון
364,כפר אוריה
1325,כפר זוהרים
52,לוזית
776,מחסיה
822,מטע
742,מסילת ציון
286,מעלה החמישה
405,נווה אילן
1071,נווה מיכאל
1259,נווה שלום
59,נחושה
809,נחם
777,נחשון
1254,נטף
825,נס הרים
693,"נתיב הל""ה"
794,עגור
465,צובה
1113,צור הדסה
796,צלפון
1079,צפרירים
567,צרעה
1137,קרית יערים
2039,קרית יערים (מוסד)
78,קרית ענבים
460,רמת רזיאל
27,שדות מיכה
741,שואבה
456,שורש
1114,שריגים (לי-און)
10,תירוש
752,תעוז
778,תרום
6100,בני ברק
346,גליל ים
6400,הרצליה
267,כפר שמריהו
2650,רמת השרון
3643,חיננית
3717,חרמש
3569,מבוא דותן
3568,ריחן
3649,שקד
41,אליכין
204,אלישיב
872,גאולי תימן
377,המעפיל
205,חגלה
219,חיבת ציון
422,חרב לאת
217,"כפר הרא""ה"
679,אביאל
2024,אום אל-קוטוף
1020,אור עקיבא
868,אלוני יצחק
1316,אל-עריאן
6000,באקה אל-גרביה
317,בית אורן
800,בית חנניה
212,בית צבי
9800,בנימינה-גבעת עדה
1326,"בסמ""ה"
617,ברקאי
33,בת שלמה
683,גבע כרמל
360,"גבעת ניל""י"
225,גן השומרון
72,גן שמואל
541,ג'סר א-זרקא
628,ג'ת
738,דור
675,הבונים
434,החותרים
9300,זכרון יעקב
6500,חדרה
1247,חריש
310,כפר גליקסון
189,כפר פינס
654,כפר קרע
580,"כרם מהר""ל"
715,להבות חביבה
2055,מאור
102,מאיר שפיה
689,מגדים
375,מגל
1128,מי עמי
649,מייסר
694,מעגן מיכאל
290,מעין צבי
344,מענית
1370,מצפה אילן
648,מצר
213,משמרות
926,נווה אבות
312,נווה ים
433,נחשולים
769,ניר עציון
810,עופר
687,עין איילה
74,עין הוד
1320,עין חוד
426,עין כרמל
223,עין עירון
139,עין שמר
773,עמיקם
637,ערערה
53,עתלית
537,פוריידיס
7800,פרדס חנה-כרכור
612,צרופה
1167,קיסריה
1243,קציר
444,רגבים
2008,שדה יצחק
327,שדות ים
921,שער מנשה
2003,תלמי אלעזר
565,אזור
6200,בת ים
6600,חולון
22,מקווה ישראל
652,אבטין
882,אורנים
278,אושה
494,דאלית אל-כרמל
1321,ח'ואלד
4000,חיפה
2100,טירת כרמל
96,יגור
220,כפר ביאליק
427,כפר גלים
254,כפר המכבי
890,כפר הנוער הדתי
112,כפר חסידים א'
889,כפר חסידים ב'
1284,נופית
2500,נשר
534,עספיא
6800,קרית אתא
9500,קרית ביאליק
2300,קרית טבעון
9600,קרית ים
8200,קרית מוצקין
990,ראס עלי
922,רכסים
178,רמת יוחנן
237,שער העמקים
986,ח'ואלד (שבט)
4011,אבני איתן
4013,אורטל
4017,אלוני הבשן
4002,אלי-עד
4012,אניעם
4301,אפיק
4015,בני יהודה
4021,גבעת יואב
4022,גשור
4026,חד-נס
4005,חספין
4007,יונתן
4028,כנף
4004,כפר חרוב
4204,מבוא חמה
4019,מיצר
4008,מעלה גמלא
4551,נאות גולן
4304,נוב
4014,נטור
4025,קדמת צבי
4024,קלע
4100,קצרין
4006,קשת
4702,רמות
4701,רמת מגשימים
4009,שעל
49,אילניה
330,אלומות
1125,אלמגור
1253,אמנון
176,אפיקים
701,ארבל
199,אשדות יעקב  (איחוד)
188,אשדות יעקב  (מאוחד)
143,בית זרע
365,בית קשת
1293,גבעת אבני
262,גינוסר
305,גשר
62,דגניה א'
79,דגניה ב'
702,האון
1322,הודיות
307,הזורעים
374,חוקוק
1047,חזון
993,חמאם
6700,טבריה
1214,טפחות
46,יבנאל
371,כדורי
1229,כלנית
63,כנרת (מושבה)
57,כנרת (קבוצה)
786,כפר זיתים
255,כפר חיטים
508,כפר כמא
388,כפר קיש
47,כפר תבור
38,כרי דשא
585,לביא
1230,לבנים
481,מגאר
65,מגדל
48,מנחמיה
1258,מסד
263,מסדה
678,מעגן
58,מצפה
530,עיילבון
273,עין גב
1104,פוריה - כפר עבודה
1105,פוריה - נווה עובד
1313,פוריה עילית
1211,קדרים
1225,רביד
721,שדה אילן
306,שדמות דבורה
1299,שעורים
264,שער הגולן
292,שרונה
719,תל קציר
3604,אלון שבות
3618,אלעזר
3650,אפרת
3780,ביתר עילית
3794,בת עין
3603,הר גילה
3488,כפר עציון
3561,מגדל עוז
3616,מעלה אדומים
3653,מעלה עמוס
3725,נווה דניאל
3726,נוקדים
3781,קדר
3602,ראש צורים
3563,תקוע
3754,אספר
3722,אשכולות
3400,חברון
3764,חגי
3766,כרמי צור
3656,כרמל
3657,מעון
3745,מצדות יהודה
3724,נגוהות
3756,סוסיה
3748,עתניאל
3723,פני חבר
3611,קרית ארבע
3784,שמעה
3719,תלם
3786,אבנת
3556,אלמוג
3645,בית הערבה
3639,ורד יריחו
3576,מצפה יריחו
3610,מצפה שלם
3785,משכיות
3713,"נעמ""ה"
3601,קליה
3782,רותם
472,אבו גוש
783,אבן ספיר
780,אורה
710,בית זית
672,בית נקופה
1134,יד השמונה
1144,ידידה
3000,ירושלים
771,מבוא ביתר
1015,מבשרת ציון
208,מוצא עילית
1056,"עין כרם-בי""ס חקלאי"
521,עין נקובא
514,עין ראפה
779,עמינדב
127,רמת רחל
3574,בית אל
3575,בית חורון
3763,גבע בנימין
3644,גבעון החדשה
3730,גבעת זאב
3747,דולב
3769,הר אדר
3573,חלמיש
3770,חשמונאים
3788,טלמון
3564,כוכב השחר
3779,כוכב יעקב
3638,כפר אדומים
3796,כפר האורנים
3797,מודיעין עילית
3651,מעלה מכמש
3648,מתתיהו
3767,נחליאל
3787,נעלה
3617,עופרה
3658,עטרת
3715,עלמון
3659,פסגות
3565,רימונים
3641,שילה
3750,אלפי מנשה
3557,קדומים
716,אייל
841,אלישמע
1076,בית ברל
207,"גבעת ח""ן"
627,ג'לג'וליה
239,גן חיים
218,גני עם
9700,הוד השרון
718,ירחיב
183,ירקונה
1224,כוכב יאיר
98,"כפר מל""ל"
6900,כפר סבא
686,נווה ימין
808,ניר אליהו
1236,נירית
198,צופית
1345,צור יצחק
1148,צור נתן
206,רמות השבים
184,רמת הכובש
8700,רעננה
284,שדה ורבורג
2015,שדי חמד
1275,אבטליון
1276,אשבל
1188,אשחר
1298,אתגר
480,בית ג'ן
1204,גילון
1317,דמיידה
1203,הררית
1332,חוסנייה
1272,חלוץ
1209,חרשים
1181,טל-אל
1226,יובלים
1112,יודפת
1138,יעד
1153,כישור
1331,כמאנה
1201,כמון
1139,כרמיאל
1207,לבון
1171,לוטם
1163,מורן
1178,מורשת
1202,מכמנים
1174,מנוף
1222,"מצפה אבי""ב"
522,נחף
525,סאג'ור
989,סואעד (כמאנה) (שבט)
1245,סלמה
917,עצמון שגב
1335,ערב אל נעים
1185,פלך
1180,צביה
1221,צורית
1179,קורנית
543,ראמה
1334,ראס אל-עין
1228,רקפת
1235,שורשים
1160,שכניה
1172,תובל
482,בועיינה-נוג'ידאת
498,טורעאן
499,יפיע
978,כעביה-טבאש-חג'אג'רה
509,כפר כנא
520,משהד
7300,נצרת
1061,נצרת עילית
528,עוזייר
511,עילוט
532,עין מאהל
539,רומאנה
997,רומת הייב
542,ריינה
998,ביר אל-מכסור
510,כפר מנדא
8800,שפרעם
3711,שא-נור
175,אביחיל
182,אבן יהודה
446,אודים
680,אומץ
850,אחיטוב
1324,ארסוף
697,בארותיים
698,בורגתה
2043,בחן
373,בית הלוי
877,בית חירות
288,בית יהושע
200,בית ינאי
326,בית יצחק-שער חפר
252,ביתן אהרן
386,בני דרור
418,בני ציון
389,בצרה
1361,בת חן
1319,בת חפר
379,גאולים
2018,גבעת חיים (איחוד)
173,גבעת חיים (מאוחד)
1077,גבעת שפירא
734,גן יאשיה
549,גנות הדר
842,געש
191,הדר עם
423,העוגן
1290,זמר
235,חבצלת השרון
115,חופית
162,חירות
807,חניאל
1409,חצר בארותיים
1024,חרוצים
2730,טייבה
2720,טירה
758,יד חנה
753,ינוב
1044,יעף
417,יקום
187,כפר הס
190,כפר ויתקין
193,כפר חיים
233,כפר ידידיה
168,כפר יונה
170,כפר יעבץ
387,כפר מונש
316,כפר נטר
875,כפר עבודה
1318,מבואות ים
897,מדרשת רופין
382,מכמורת
197,מעברות
194,משמר השרון
425,משמרת
447,נורדיה
851,ניצני עוז
186,נעורים
7400,נתניה
737,עולש
837,עזריאל
167,עין החורש
157,עין ורד
880,עין שריד
767,פורת
171,פרדסיה
1102,צוקי ים
276,צור משה
195,קדימה-צורן
638,קלנסווה
412,קרית שלמה
247,רשפון
224,שושנת העמקים
661,שער אפרים
232,שפיים
287,תל יצחק
154,תל מונד
2002,תנובות
3793,אבני חפץ
3642,חומש
3712,ענב
3571,שבי שומרון
473,אבו סנאן
1220,אבירים
1081,אבן מנחם
1068,אדמית
785,אחיהוד
294,אילון
603,אלקוש
529,אעבלין
313,אפק
1256,אשרת
559,בוסתן הגליל
572,בית העמק
712,בן עמי
483,בענה
589,בצת
1292,ג'דיידה-מכר
485,ג'ולס
755,גורן
1219,גורנות הגליל
1206,גיתה
463,געתון
574,גשר הזיו
490,דייר אל-אסד
492,דייר חנא
1208,הילה
948,חוג'ייראת (ד'הרה)
662,חוסן
496,חורפיש
280,חניתה
1404,חצרות יסף
8900,טמרה
1295,יאנוח-ג'ת
409,יחיעם
575,יסעור
795,יערה
502,ירכא
504,כאבול
505,כאוכב אבו אל-היג'א
576,כברי
1183,כליל
1296,כסרא-סמיע
1263,כפר ורדים
507,כפר יאסיף
297,כפר מסריק
579,כפר ראש הנקרה
1130,כפר רוזנואלד (זרעית)
595,לוחמי הגיטאות
674,לימן
1173,לפידות
516,מג'ד אל-כרום
517,מזרעה
1205,מנות
570,מעונה
518,מעיליא
1063,מעלות-תרשיחא
325,מצובה
1184,מתת
9100,נהריה
1314,נווה זיו
1147,נטועה
1143,נס עמים
792,נתיב השיירה
942,סואעד (חמרייה)
7500,סח'נין
454,סער
892,עבדון
376,עברון
1199,עדי
289,עין המפרץ
813,עין יעקב
7600,עכו
708,עמקה
531,עראבה
1246,עראמשה
535,פסוטה
536,פקיעין (בוקייעה)
281,פקיעין חדשה
774,צוריאל
390,רגבה
282,שבי ציון
614,שומרה
658,שייח' דנון
812,שלומי
432,שמרת
538,שעב
1045,שתולה
3758,גנים
3729,כדים
2710,אום אל-פחם
1327,מעלה עירון
3598,ארגמן
3612,בקעות
3613,גיתית
3606,גלגל
3646,חמדת
3609,חמרה
3607,"ייט""ב"
3566,יפית
3599,מחולה
3614,מכורה
3608,מעלה אפרים
3605,משואה
3620,נירן
3555,נתיב הגדוד
3615,פצאל
3619,רועי
3578,שדמות מחולה
3558,תומר
512,כפר מצר
994,מנשית זבדה
2052,אביטל
113,אדירים
1108,אומן
1330,אחוזת ברק
478,אכסאל
1182,אלון הגליל
429,אלוני אבא
285,אלונים
682,אליקים
95,בית אלפא
242,בית השיטה
353,בית זיד
265,בית יוסף
430,בית לחם הגלילית
1162,בית רימון
9200,בית שאן
248,בית שערים
94,בלפוריה
944,בסמת טבעון
141,ברק
86,גבע
1288,גבעת אלה
703,גבעת עוז
133,גבת
145,גדיש
442,גדעונה
457,גזית
92,גיניגר
369,גלעד (אבן יצחק)
1274,גן נר
146,דבורה
489,דבוריה
407,דברת
475,דחי
300,דליה
1186,הושעיה
250,הזורע
684,היוגב
677,הסוללים
1249,הרדוף
975,זרזיר
1110,חבר
343,חמדיה
1257,חנתון
90,חפצי-בה
497,טייבה (בעמק)
268,טירת צבי
547,טמרה (יזרעאל)
452,יזרעאל
1117,יעל
134,יפעת
241,יקנעם (מושבה)
240,יקנעם עילית
2026,ירדנה
132,כפר ברוך
106,כפר גדעון
192,כפר החורש
140,כפר יהושע
85,כפר יחזקאל
295,כפר רופין
874,מגדל העמק
586,מגידו
1155,מגן שאול
2029,מדרך עוז
269,מולדת
635,מוקייבלה
104,מזרע
1413,מחנה יהודית
2054,מיטב
1282,מירב
164,מלאה
1154,מלכישוע
298,מסילות
272,מעוז חיים
1127,מעלה גלבוע
1190,מצפה נטופה
97,מרחביה (מושב)
66,מרחביה (קיבוץ)
130,משמר העמק
524,נאעורה
80,נהלל
590,נווה אור
296,נווה איתן
833,נורית
523,ניין
256,ניר דוד )תל עמל)
165,ניר יפה
526,סולם
436,עין דור
383,"עין הנצי""ב"
367,עין העמק
270,עין השופט
89,עין חרוד )איחוד)
82,עין חרוד )מאוחד)
7700,עפולה
2053,פרזון
613,ציפורי
636,צנדלה
2016,רוויה
854,רחוב
1069,רם-און
445,רמות מנשה
135,רמת דוד
335,רמת השופט
122,רמת ישי
339,רמת צבי
437,רשפים
913,שבלי - אום אל-גנם
304,שדה אליהו
142,שדה יעקב
259,שדה נחום
2057,שדי תרומות
439,שלוחות
1337,שמשית
126,שריד
84,תל יוסף
103,תל עדשים
1283,תל תאומים
1244,תמרת
3760,אורנית
3560,אלקנה
3567,סלעית
3778,עץ אפרים
3791,צופים
3720,שערי תקווה
1309,אלעד
450,בארות יצחק
448,בני עטרות
2038,ברקת
870,גבעת השלושה
802,"גבעת כ""ח"
681,גבעת שמואל
229,גני תקווה
128,גת רימון
717,חגור
355,חורשים
1405,"חצרות כ""ח"
663,טירת יהודה
9400,יהוד-מונוסון
633,כפר ברא
249,כפר סירקין
634,כפר קאסם
722,מגשימים
606,מזור
230,מעש
1315,מתן
858,נווה ירק
257,נופך
449,נחלים
705,נחשונים
587,סביון
2035,עדנים
871,עינת
7900,פתח תקווה
2640,ראש העין
616,רינתיה
4010,אודם
4003,אל-רום
4001,בוקעאתא
4201,מג'דל שמס
4203,מסעדה
4101,מרום גולן
4303,"נווה אטי""ב"
4501,ע'ג'ר
4503,עין זיוון
4502,עין קנייא
1285,כרכום
546,עין אל-אסד
527,שזור
1115,אביבים
1294,אור הגנוז
77,איילת השחר
730,אליפלט
1064,אמירים
368,ביריה
322,בית הלל
1191,בר יוחאי
667,ברעם
35,גדות
852,גונן
487,ג'ש )גוש חלב)
1067,"דוב""ב"
2063,דישון
431,דלתון
303,דן
302,דפנה
356,הגושרים
253,חולתה
2034,חצור הגלילית
962,טובא-זנגריה
2009,יובל
29,יסוד המעלה
453,יפתח
623,יראון
1338,כדיתה
1252,כורזים
1210,כחל
357,כפר בלום
76,כפר גלעדי
443,כפר הנשיא
609,כפר חושן
1297,כפר חנניה
345,כפר סאלד
605,כפר שמאי
664,כרם בן זמרה
380,להבות הבשן
308,מחניים
43,מטולה
607,מירון
596,מלכיה
347,מנרה
416,מעין ברוך
843,מרגליות
378,משגב עם
732,משמר הירדן
408,נאות מרדכי
578,סאסא
688,עלמה
1212,עמוקה
385,עמיעד
319,עמיר
599,פרוד
1213,צבעון
8000,צפת
2800,קרית שמונה
26,ראש פינה
540,ריחאניה
372,רמות נפתלי
324,שאר ישוב
861,שדה אליעזר
329,שדה נחמיה
366,שמיר
1132,שניר
846,שפר
1411,מחנה הילה
1412,מחנה תל נוף
8300,ראשון לציון
1336,אירוס
562,בית אלעזרי
571,בית גמליאל
2033,בית חלקיה
159,בית חנן
202,בית עובד
848,בית רבן
760,בן זכאי
592,בני דרום
1066,"בני עי""ש"
588,בני ראם
685,בניה
853,גאליה
147,גבעת ברנר
2550,גדרה
196,גיבתון
1072,גן הדרום
166,גן יבנה
311,גן שורק
144,גן שלמה
1371,גני טל
862,גני יוחנן
363,חפץ חיים
2660,יבנה
577,יד בנימין
440,יסודות
857,כפר אביב
177,"כפר ביל""ו"
582,כפר הנגיד
764,כפר מרדכי
1094,כרם יבנה )ישיבה)
28,מזכרת בתיה
731,מישר
765,משגב דב
174,נטעים
720,ניר גלים
7200,נס ציונה
1372,נצר חזני
156,עיינות
591,עשרת
597,פלמחים
1111,צופיה
334,קבוצת יבנה
615,קדרון
469,קרית עקרון
8400,רחובות
555,שדמה
3652,בית אריה
3709,מבוא חורון
3655,"ניל""י"
804,אחיסמך
797,אחיעזר
2530,באר יעקב
466,בית דגן
1050,בית חשמונאי
784,בית נחמיה
301,בית עוזיאל
604,בית עריף
1084,בן שמן )כפר נוער)
2013,בן שמן )מושב)
370,גזר
863,גינתון
745,גמזו
836,גנות
1103,גני הדר
788,זיתן
618,חדיד
160,חולדה
801,חמד
1402,חצרות חולדה
798,יגל
64,"יד רמב""ם"
759,יציץ
828,ישרש
2010,כפר בן נון
707,כפר דניאל
696,"כפר חב""ד"
673,כפר טרומן
1166,כפר רות
743,כפר שמואל
88,כרם בן שמן
1264,כרמי יוסף
7000,לוד
1310,לפיד
1141,מבוא מודיעים
1200,מודיעין-מכבים-רעות
757,מצליח
670,משמר איילון
563,משמר דוד
729,משמר השבעה
1333,נוף איילון
331,ניר צבי
158,נען
435,נצר סרני
610,סתריה
711,עזריה
838,פדיה
839,פתחיה
594,צפריה
735,רמות מאיר
8500,רמלה
1304,שוהם
1165,שילת
856,שעלבים
2400,אור יהודה
6300,גבעתיים
2620,קרית אונו
8600,רמת גן
5000,תל אביב - יפו
